service_request_key,created_date,request_type,description,request_type_code,status_code,intake_form,days_to_complete,sla_fy_2019,on_time_indicator,completed_at,due_at,ispublic,council_district,loc
14896229,01/29/2024 06:35:14 PM,Potholes,,EMERGENCY,O-CLOSED,Android,4,5,Yes,02/02/2024 02:20:14 PM,02/08/2024 06:35:14 PM,yes,5,POINT (-85.227508955 35.084403334)
14896224,01/29/2024 06:34:50 PM,Potholes,large pothole at traffic light on west bound lane next to street,EMERGENCY,O-CLOSED,Android,1,5,Yes,01/30/2024 11:00:35 AM,02/08/2024 06:34:50 PM,yes,4,POINT (-85.158579201 35.01250319)
14895186,01/29/2024 04:17:23 PM,Potholes,"Large pothole in road, filled with loose sand and some poor attempts at filling them with asphalt. Road still has noticeable dip with rough edges.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/30/2024 10:47:18 AM,02/08/2024 04:17:23 PM,yes,4,POINT (-85.162373583 35.011923023)
14894657,01/29/2024 03:17:25 PM,Potholes,From 1600 thru 1100 Lower Mill Rd has completely come unglued. 75 + potholes are needing filled again. Please please please put this section of deteriorating road on the list for pothole filled again,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,02/02/2024 02:40:36 PM,02/08/2024 03:17:25 PM,yes,3,POINT (-85.232845809 35.164471172)
14894629,01/29/2024 03:15:01 PM,Potholes,so what they did to try full hole is a bad job  This hole is so large and wide and we really need it paved and not patched   Many cars are going to get damaged especially people coming in that aren't aware of it,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/30/2024 10:46:00 AM,02/08/2024 03:15:01 PM,yes,4,POINT (-85.162040624 35.012647922)
14894455,01/29/2024 02:56:31 PM,Potholes,deep depression in road.  This is causing the large trucks to drive close to shoulder over gas line.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 09:47:32 AM,02/08/2024 02:56:31 PM,yes,1,POINT (-85.36780314 35.024463494)
14894114,01/29/2024 02:21:02 PM,Potholes,"Citizen states there is a large pothole at Shallowford Rd and Ridgeside Dr, going West. She states it is very dangerous because it's in a curve and could cause a vehicle to go into the other lane of traffic.",EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,02/02/2024 01:03:13 PM,02/08/2024 02:21:02 PM,yes,9,POINT (-85.253383723 35.035599774)
14893973,01/29/2024 02:06:42 PM,Potholes,Depression across from the preschool on Norcross near Highland way.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 06:56:06 AM,02/08/2024 02:06:42 PM,yes,2,POINT (-85.259575591 35.118638645)
14893518,01/29/2024 01:18:07 PM,Potholes,Cover has sunk  down about 6 - 8 inches,NONE,O-CLOSED,gov.publicstuff.com,13,5,No,02/15/2024 09:22:44 AM,02/08/2024 01:18:07 PM,yes,7,POINT (-85.316360292 35.004172644)
14893487,01/29/2024 01:14:25 PM,Distressed Pavement,Pothole in the middle of the street,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,20,No,02/02/2024 02:25:16 PM,01/31/2024 01:14:25 PM,yes,7,POINT (-85.316360292 35.004172644)
14893399,01/29/2024 01:02:38 PM,Distressed Pavement,caller requesting for the street to be paved 1700 block to 1900 block of Olive St,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,01/30/2024 11:29:29 AM,01/31/2024 01:02:38 PM,yes,8,POINT (-85.262571533 35.058076971)
14893024,01/29/2024 12:21:11 PM,Potholes,Who do I need to contact regarding the repair of major potholes on 31st street off 4th avenue? There was some kind of work performed a few months ago and had to dig a large section out of the street. They paved over it but it is now sinking in causing large holes where they dug it out. I have hit it with my truck and it is very rough. Now along with everyone else I wait for the other side to be clear and go around it. Which is dangerous in itself.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 11:56:44 AM,02/08/2024 12:21:11 PM,yes,7,POINT (-85.28495317 35.007919087)
14892973,01/29/2024 12:16:15 PM,Potholes,Street and Curb have been damaged by Contractors at the corner of Englewood Ave and Rainbow Cir.,EMERGENCY,O-CLOSED,Iframe,9,5,No,02/09/2024 09:16:03 AM,02/08/2024 12:16:15 PM,yes,2,POINT (-85.290926069 35.077669361)
14892377,01/29/2024 11:14:07 AM,Potholes,"This hole has been here for weeks, uncovered without any sign of repair.",EMERGENCY,O-CLOSED,iOS,4,5,Yes,02/02/2024 02:25:40 PM,02/08/2024 11:14:07 AM,yes,2,POINT (-85.296432 35.064223)
14892133,01/29/2024 10:47:22 AM,Potholes,"Pothole , left lane just past the light at Hamill road.   Heading towards the YMCA.",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 06:54:12 AM,02/08/2024 10:47:22 AM,yes,3,POINT (-85.249765556 35.118395322)
14892112,01/29/2024 10:46:03 AM,Potholes,2 holes just past the YMCA going towards Eastgate.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 06:54:33 AM,02/08/2024 10:46:03 AM,yes,3,POINT (-85.253333073 35.114870708)
14892098,01/29/2024 10:44:45 AM,Potholes,Large hole on the overpass.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/30/2024 06:51:32 AM,02/08/2024 10:44:45 AM,yes,8,POINT (-85.297632255 35.039364684)
14892008,01/29/2024 10:37:21 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,No,01/29/2024 11:28:55 AM,01/29/2024 10:37:21 AM,yes,,POINT (-85.252975718 35.035630133)
14891952,01/29/2024 10:32:09 AM,Potholes,"large pothole in lane from lake resort drive to highway 153 roundabout, near to TVA",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 06:55:36 AM,02/08/2024 10:32:09 AM,yes,3,POINT (-85.230919925 35.109100251)
14891498,01/29/2024 09:29:25 AM,Potholes,At the 24 split close to Moore Rd. there is a 1 ft. wide pothole,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 08:19:34 AM,02/08/2024 09:29:25 AM,yes,6,POINT (-85.23340795 35.007664029)
14891318,01/29/2024 09:06:38 AM,Potholes,Two potholes in the street.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/29/2024 10:37:57 AM,02/08/2024 09:06:38 AM,yes,9,POINT (-85.244817108 35.04327956)
14891041,01/29/2024 08:13:55 AM,Potholes,Caller states the potholes are in the 4900 block of his street. States there are approx. 3 potholes in the center of the street and when it rains they fill up and people don't know they are there and they hit them,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/29/2024 11:49:16 AM,02/08/2024 08:13:55 AM,yes,5,POINT (-85.219828574 35.022926953)
14891002,01/29/2024 08:00:22 AM,Potholes,On bridge,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/29/2024 11:34:13 AM,02/08/2024 08:00:22 AM,yes,9,POINT (-85.235053249 35.033476968)
14890997,01/29/2024 07:58:51 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 11:46:11 AM,02/08/2024 07:58:51 AM,yes,8,POINT (-85.299421406 35.039965074)
14890994,01/29/2024 07:55:21 AM,Potholes,At corner,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/31/2024 12:54:25 PM,02/08/2024 07:55:21 AM,yes,7,POINT (-85.316822434 35.044768708)
14890141,01/28/2024 06:12:35 PM,Potholes,,EMERGENCY,O-CLOSED,Android,1,5,Yes,01/29/2024 09:35:13 AM,02/08/2024 06:12:35 PM,yes,5,POINT (-85.227650106 35.084099893)
14890136,01/28/2024 06:11:49 PM,Potholes,,EMERGENCY,O-CLOSED,Android,1,5,Yes,01/29/2024 09:36:33 AM,02/08/2024 06:11:49 PM,yes,5,POINT (-85.220246539 35.083775325)
14888969,01/28/2024 10:28:07 AM,Potholes,Sinkhole near manhole,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/29/2024 08:34:41 AM,02/08/2024 10:28:07 AM,yes,3,POINT (-85.240655 35.153378)
14887788,01/27/2024 03:10:36 PM,Potholes,"very large pothole/ missing assfault in front of CSAS, it's been a problem for a while and with the recent snow and salt mixture that was put on the roads it has significantly gotten worse.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/29/2024 10:06:13 AM,02/08/2024 03:10:36 PM,yes,8,POINT (-85.295750879 35.049990436)
14887778,01/27/2024 03:05:34 PM,Potholes,"This is in regards to Old Dayton Pike between Dayton Blvd and Dowlen Rd, also including Dowlen Rd between Old Dayton pike and Dayton Blvd. I've submitted a request for these roads to be resurfaced in the past and called 311 with nothing being done. These 2 roads are heavily traveled by personal and commercial vehicles daily. These roads have several potholes, depressions and large bumps that are damaging to vehicles. These 2 roads need to be addressed ASAP and not just with filling hole as a bandaid to the problems. Shortly after I moved into my home in april of 2023, the roadworkers came out and very poorly filled a couple of the pot hole but that only made a bad situation worse. There 2 roads have cause me to have to get an alignment in my brand new vehicle that I've only owned for a couple of months. All of the residence on these roads want it to be addressed and not continually brushed off because  It's just a side road  is what I was told one of the times I called into 311 about it.",EMERGENCY,O-CLOSED,Iframe,8,5,Yes,02/07/2024 11:26:41 AM,02/08/2024 03:05:34 PM,yes,1,POINT (-85.260311071 35.167724944)
14887352,01/27/2024 12:16:10 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,4,5,Yes,02/01/2024 08:08:34 AM,02/08/2024 12:16:10 PM,yes,1,POINT (-85.352278 35.063302)
14887234,01/27/2024 11:33:25 AM,Potholes,There are several potholes near the entrance of the Spring Valley subdivision as you turn into it from Mountain Creek Road,EMERGENCY,O-CLOSED,Iframe,3,5,Yes,01/31/2024 06:54:00 AM,02/08/2024 11:33:25 AM,yes,1,POINT (-85.313710813 35.119455374)
14886871,01/27/2024 08:56:21 AM,Potholes,,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/29/2024 10:26:07 AM,02/08/2024 08:56:21 AM,yes,9,POINT (-85.253346382 35.035593409)
14886801,01/27/2024 07:51:43 AM,Potholes,,EMERGENCY,O-CLOSED,Android,1,5,Yes,01/29/2024 12:39:38 PM,02/08/2024 07:51:43 AM,yes,6,POINT (-85.223037712 35.009117849)
14885840,01/26/2024 05:57:49 PM,Potholes,This is getting ready to spread and collapse further.  Several spots on this road are caving in,EMERGENCY,O-CLOSED,iOS,3,5,Yes,01/31/2024 12:14:30 PM,02/07/2024 05:57:49 PM,yes,3,POINT (-85.240686 35.153331)
14885462,01/26/2024 04:48:11 PM,Potholes,The street has numerous pot holes and it will soon damage vehicles,EMERGENCY,O-CLOSED,Iframe,3,5,Yes,01/31/2024 12:16:10 PM,02/07/2024 04:48:11 PM,yes,1,POINT (-85.315276017 35.069293649)
14885180,01/26/2024 04:14:38 PM,Potholes,"States hit a pothole on the N Terrace going Westbound. States between Belvoir Ave and Moore Rd, going toward Germantown Rd.",EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,01/31/2024 08:21:03 AM,02/07/2024 04:14:38 PM,yes,6,POINT (-85.246942412 35.012577679)
14884390,01/26/2024 02:33:45 PM,Potholes,The trench dug by the water department is collapsing over 6   in the past 24 hours.  Cars are in jeopardy of damage.  Reported to 911 last night.  It took over a year to get the water main leak fixed and this is the result?,EMERGENCY,O-CLOSED,iOS,0,5,Yes,01/26/2024 02:52:54 PM,02/07/2024 02:33:45 PM,yes,4,POINT (-85.162571 35.011574)
14884262,01/26/2024 02:16:58 PM,Potholes,Hole on yellow line by taco Mac headed from river,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/29/2024 08:34:34 AM,02/07/2024 02:16:58 PM,yes,7,POINT (-85.309602697 35.052230861)
14883864,01/26/2024 01:20:14 PM,Distressed Pavement,Shoulder on side of road is crumbing away.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,20,Yes,01/30/2024 10:38:24 AM,01/30/2024 01:20:14 PM,yes,6,POINT (-85.188282827 35.0212927)
14883753,01/26/2024 01:07:07 PM,Potholes,2200 block of roanoke ave,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/26/2024 01:55:47 PM,02/07/2024 01:07:07 PM,yes,8,POINT (-85.259998112 35.060745968)
14883301,01/26/2024 12:04:21 PM,Distressed Pavement,Caller states that the street is buckled up at the corner of Colville St and Jadie Lane as you are going to turn onto Jadie Lane. She states Jadie Lane is a one way street and there is no other way for her to get in or out of her driveway,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,20,Yes,01/26/2024 12:33:35 PM,01/30/2024 12:04:21 PM,yes,2,POINT (-85.300351195 35.069417533)
14883292,01/26/2024 12:03:09 PM,Distressed Pavement,Several potholes on the street that are getting deep,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,20,No,01/30/2024 01:25:07 PM,01/30/2024 12:03:09 PM,yes,7,POINT (-85.298565912 35.004298672)
14883192,01/26/2024 11:48:49 AM,Potholes,A sinkhole/pothole with a pool of water on Colville St is blocking the entrance to Jadie Lane.  This is the only access I have to my house on Jadie Lane so there is some urgency to repair it.  EMS cannot get to my house if there is an emergency.  I also did not get my recycling picked up on Wednesday because the truck couldn't get down the lane because of the hole.  So I am not able to get any city services right now.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,01/26/2024 12:33:56 PM,02/07/2024 11:48:49 AM,yes,2,POINT (-85.300116136 35.069410525)
14883141,01/26/2024 11:42:22 AM,Potholes,large pothole at roundabout at corner of 4th Ave and E 37th Street,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/26/2024 12:02:40 PM,02/07/2024 11:42:22 AM,yes,7,POINT (-85.287986233 35.002058554)
14882769,01/26/2024 10:54:34 AM,Potholes,Deep pothole as you turn on e main from broad st.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/26/2024 11:37:56 AM,02/07/2024 10:54:34 AM,yes,8,POINT (-85.286918756 35.028547213)
14882672,01/26/2024 10:36:42 AM,Potholes,at corner,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,01/31/2024 06:52:43 AM,02/07/2024 10:36:42 AM,yes,2,POINT (-85.258084123 35.126546407)
14882659,01/26/2024 10:35:30 AM,Potholes,1 pothole at corner,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/26/2024 11:05:48 AM,02/07/2024 10:35:30 AM,yes,7,POINT (-85.292799715 34.998737264)
14882508,01/26/2024 10:11:06 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/26/2024 11:37:36 AM,02/07/2024 10:11:06 AM,yes,8,POINT (-85.283419434 35.049786205)
14882176,01/26/2024 09:09:20 AM,Potholes,pot holes,EMERGENCY,O-CLOSED,Android,0,5,Yes,01/26/2024 01:16:40 PM,02/07/2024 09:09:20 AM,yes,9,POINT (-85.243121423 35.048081705)
14882129,01/26/2024 09:03:38 AM,Potholes,At the roundabout,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/26/2024 10:43:16 AM,02/07/2024 09:03:38 AM,yes,7,POINT (-85.28873797 35.00074157)
14882132,01/26/2024 09:03:35 AM,Potholes,pot hole in right lane of highway past Access,EMERGENCY,O-CLOSED,Android,0,5,Yes,01/26/2024 10:47:10 AM,02/07/2024 09:03:35 AM,yes,3,POINT (-85.229713395 35.113079458)
14880942,01/25/2024 07:13:01 PM,Potholes,"Last week there were steel plates over this part of Joiner Road, but the steel plates are gone and with all the rain the road is very uneven and there is a deep depression in this spot. It does not seem very safe and this is the only way in and out of my neighborhood. (Lenny Ln).",EMERGENCY,O-CLOSED,iOS,0,5,Yes,01/26/2024 09:22:33 AM,02/06/2024 07:13:01 PM,yes,4,POINT (-85.161696 35.013176)
14880044,01/25/2024 04:44:06 PM,Potholes,"There was some type of construction on the street last week. It is a very square area cut out of the  street and they removed a cover that was over it. It is going to bust up some one's car. Right now it is filled up with water, so it is deceptive how deep it truly is.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/26/2024 10:39:57 AM,02/06/2024 04:44:06 PM,yes,7,POINT (-85.28873797 35.00074157)
14879599,01/25/2024 04:04:40 PM,Potholes,Pothole beginning to form. Becoming serious fast.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/26/2024 09:46:38 AM,02/06/2024 04:04:40 PM,yes,9,POINT (-85.253383723 35.035599774)
14879531,01/25/2024 03:56:07 PM,Potholes,The intersection of E. 37th Ave. and 4th Ave. Pothole is located at the front of the Latin Store and Tacos,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/26/2024 10:40:55 AM,02/06/2024 03:56:07 PM,yes,7,POINT (-85.28885164 35.0007519)
14879034,01/25/2024 02:47:23 PM,Potholes,"caller has called concerning this area in the street on 1/8 #14799072, he rode across the area last night and damaged his vehicle",EMERGENCY,O-CLOSED,gov.publicstuff.com,8,5,Yes,02/06/2024 10:17:52 AM,02/06/2024 02:47:23 PM,yes,9,POINT (-85.24568895 35.038145295)
14878395,01/25/2024 01:23:43 PM,Distressed Pavement,The caller said she lost a tire because of this pothole,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,20,Yes,01/25/2024 01:35:39 PM,01/29/2024 01:23:43 PM,yes,6,POINT (-85.217331373 35.010651158)
14877647,01/25/2024 11:49:04 AM,Potholes,Large pothole the continues to expand with traffic,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/26/2024 10:42:43 AM,02/06/2024 11:49:04 AM,yes,4,POINT (-85.152327982 35.043482921)
14877371,01/25/2024 11:15:08 AM,Potholes,They had a covering over it and it is gone but still tough on your vehicle,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/26/2024 09:23:30 AM,02/06/2024 11:15:08 AM,yes,4,POINT (-85.162040624 35.012647922)
14877052,01/25/2024 10:31:25 AM,Potholes,two potholes on Ooltewah-Harrison rd. / Hunter rd. around the 8600/8624 block that needs fixing.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/26/2024 10:48:24 AM,02/06/2024 10:31:25 AM,yes,6,POINT (-85.082226492 35.08614568)
14876987,01/25/2024 10:22:16 AM,Potholes,Pothole is on N Terrace at intersection of 100 Orgain Dr,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/26/2024 11:06:00 AM,02/06/2024 10:22:16 AM,yes,6,POINT (-85.233950055 35.008911597)
14876742,01/25/2024 09:37:26 AM,Potholes,at red light corner of lupton  dr.  and hixson pike on the church side,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,01/31/2024 06:52:55 AM,02/06/2024 09:37:26 AM,yes,2,POINT (-85.275236231 35.104760402)
14876469,01/25/2024 08:45:09 AM,Potholes,"States at 4th Ave and E 37th St, there's a hole in the street.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/26/2024 10:37:43 AM,02/06/2024 08:45:09 AM,yes,7,POINT (-85.288651279 35.000680196)
14876288,01/25/2024 07:58:48 AM,Potholes,just before bridge 700 block,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/25/2024 02:23:17 PM,02/06/2024 07:58:48 AM,yes,8,POINT (-85.301131337 35.040742059)
14873927,01/24/2024 03:21:28 PM,Potholes,There are several small potholes but one very large that appeared after the ice melted.  This block/area is constantly being fixed as the patches wash out.  I did see on Nextdoor that the large pothole did damage someone's vehicle.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/25/2024 09:35:23 AM,02/05/2024 03:21:28 PM,yes,6,POINT (-85.247099375 35.012636619)
14873107,01/24/2024 01:48:37 PM,Potholes,Headed up Dallas right side.  Small hole near curbside.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/26/2024 06:46:49 AM,02/05/2024 01:48:37 PM,yes,2,POINT (-85.301873137 35.077977192)
14873092,01/24/2024 01:46:03 PM,Potholes,On Mississippi headed towards Dallas rd.   Small hole.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/26/2024 06:47:07 AM,02/05/2024 01:46:03 PM,yes,2,POINT (-85.295013262 35.066501392)
14872841,01/24/2024 01:10:56 PM,Potholes,Gravel was dropped yesterday and it s already halfway gone down the street and the hole is back and deeper.,EMERGENCY,O-CLOSED,iOS,0,5,Yes,01/24/2024 02:11:42 PM,02/05/2024 01:10:56 PM,yes,9,POINT (-85.254579 35.028533)
14871703,01/24/2024 10:47:05 AM,Potholes,States the pot hole is in the curve of Honor Cir.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/24/2024 12:10:47 PM,02/05/2024 10:47:05 AM,yes,3,POINT (-85.183401009 35.096442488)
14871688,01/24/2024 10:44:21 AM,Potholes,There is a cut in the middle of the street and they did not put a slab over it.  It busted his tire,EMERGENCY,O-NEW,gov.publicstuff.com,,5,N/A,,02/05/2024 10:44:21 AM,yes,9,POINT (-85.245560872 35.038454841)
14869115,01/23/2024 04:55:42 PM,Potholes,N Terrance Rd (near the construction site),EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/24/2024 11:13:04 AM,02/02/2024 04:55:42 PM,yes,5,POINT (-85.216073311 35.037493434)
14868077,01/23/2024 02:41:48 PM,Distressed Pavement,Near the railroad tracks the pavement is very rough and the vehicles jerks here when driving over,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,01/24/2024 02:59:59 PM,01/25/2024 02:41:48 PM,yes,3,POINT (-85.233105667 35.124514187)
14867786,01/23/2024 02:08:37 PM,Potholes,"Citizen states the city only filled the large potholes not the smaller ones, he is requesting they return to complete this.",EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/23/2024 02:17:19 PM,02/02/2024 02:08:37 PM,no,7,
14867388,01/23/2024 01:20:25 PM,Potholes,There is about 100 pot holes in the curve,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/24/2024 03:00:20 PM,02/02/2024 01:20:25 PM,yes,2,POINT (-85.28969 35.066871)
14867293,01/23/2024 01:08:39 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/24/2024 11:56:39 AM,02/02/2024 01:08:39 PM,yes,5,POINT (-85.241253286 35.072342574)
14867035,01/23/2024 12:39:35 PM,Potholes,Corner of 2100 25th and 4th Ave near the Girls and Boys Clubs,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/23/2024 01:23:50 PM,02/02/2024 12:39:35 PM,yes,8,POINT (-85.282667677 35.014738537)
14866949,01/23/2024 12:25:50 PM,Potholes,in front of address,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/23/2024 12:56:34 PM,02/02/2024 12:25:50 PM,yes,6,POINT (-85.240123749 35.009281676)
14866449,01/23/2024 11:22:54 AM,Potholes,"There are a series of potholes on North Terrace between Belvoir Ave, and Germantown rd. One of which is at least 8 inches deep.",EMERGENCY,O-CLOSED,Iframe,0,5,Yes,01/23/2024 11:46:25 AM,02/02/2024 11:22:54 AM,yes,6,POINT (-85.246040044 35.01226664)
14866354,01/23/2024 11:09:41 AM,Potholes,Small thru road in front of Lowes (Between Bank of American & Lowes). Citizen reported damage claim for damages that resulted from hitting pothole.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/24/2024 09:24:19 AM,02/02/2024 11:09:41 AM,yes,4,POINT (-85.152100975 35.036434699)
14866278,01/23/2024 10:59:25 AM,Potholes,3100 block of Rose Terrace,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/24/2024 02:36:11 PM,02/02/2024 10:59:25 AM,yes,9,POINT (-85.25725367 35.029715679)
14865671,01/23/2024 09:28:14 AM,Potholes,"From Moore road, Across Belvoir is really bad all the way down, and up. You will need 2 trucks of patch. to Germantown...all the way to the top of the hill on North Terrace. It will take the front end out of your car. BAD all OVER! Thank you so much. (Every lane) Thank you, Dr Bear",EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/23/2024 11:45:07 AM,02/02/2024 09:28:14 AM,yes,6,POINT (-85.23340795 35.007664029)
14865480,01/23/2024 08:55:06 AM,Potholes,large pothole near 3010 Williams St damaged tire & rim on 1/22/24,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,01/26/2024 06:47:29 AM,02/02/2024 08:55:06 AM,yes,7,POINT (-85.318038036 35.020837505)
14865248,01/23/2024 07:58:48 AM,Potholes,Pothole,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/23/2024 11:45:31 AM,02/02/2024 07:58:48 AM,yes,6,POINT (-85.247414127 35.012753438)
14864273,01/22/2024 07:01:27 PM,Potholes,"Road has potholes, breaking shoulder, no guard rails, ditches are clogged and overflow in rain and was icy this past snow",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,01/26/2024 11:04:37 AM,02/01/2024 07:01:27 PM,yes,1,POINT (-85.354240356 35.06017815)
14863383,01/22/2024 04:33:59 PM,Potholes,Intersection of Austin Rd and Gadd Rd,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/24/2024 02:59:15 PM,02/01/2024 04:33:59 PM,yes,3,POINT (-85.248625654 35.141839845)
14862727,01/22/2024 03:13:02 PM,Potholes,"on n terrace btwn Belvoir Ave and Germantown, many potholes",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:46:49 AM,02/01/2024 03:13:02 PM,yes,6,POINT (-85.243776275 35.011452704)
14862597,01/22/2024 02:58:50 PM,Potholes,caller states something that is in the Wilcox Tunnel damaged her car tire on the left side coming out of the tunnel going toward the Avondale Center,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/24/2024 12:46:23 PM,02/01/2024 02:58:50 PM,no,9,
14862550,01/22/2024 02:52:49 PM,Distressed Pavement,6300-6400 Grubb Rd.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,20,No,01/24/2024 03:00:41 PM,01/24/2024 02:52:49 PM,yes,3,POINT (-85.249068115 35.15859509)
14862282,01/22/2024 02:20:28 PM,Potholes,Citizen states he hit a pothole near this address and it damaged his tire. Will fill out claim with City Attorney.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:09:02 AM,02/01/2024 02:20:28 PM,yes,9,POINT (-85.252685925 35.067509361)
14862244,01/22/2024 02:15:45 PM,Potholes,1400 and 1500 blocks of E. 39th St. all holes spray painted,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,01/26/2024 10:56:39 AM,02/01/2024 02:15:45 PM,yes,7,POINT (-85.295808088 34.998328007)
14862207,01/22/2024 02:13:39 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:11:03 AM,02/01/2024 02:13:39 PM,yes,7,POINT (-85.297227908 34.998150153)
14862188,01/22/2024 02:11:11 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:11:54 AM,02/01/2024 02:11:11 PM,yes,7,POINT (-85.293019246 34.994911194)
14862167,01/22/2024 02:10:07 PM,Potholes,At corner of e. 41st and Calhon Ave.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:50:45 AM,02/01/2024 02:10:07 PM,yes,7,POINT (-85.29467393 35.001110083)
14862101,01/22/2024 02:03:26 PM,Potholes,"On Orchard Knob, fron of the school per caller. On the far right lane closer to school",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:41:54 AM,02/01/2024 02:03:26 PM,yes,8,POINT (-85.270509366 35.040321667)
14861312,01/22/2024 12:38:13 PM,Potholes,Road is very ruff,EMERGENCY,O-CLOSED,iOS,2,5,Yes,01/24/2024 01:44:01 PM,02/01/2024 12:38:13 PM,yes,2,POINT (-85.297672 35.063788)
